Broker,Year,Period_Type,Period_Number,Market,Submarket,Secondary Submarket,Property Type,Inventory SF,Vacancy Q,Net Absorption Q,Under Construction Q,Asking Rent Q,Delivered Q,Leasing Activity Q
CBRE,2022,Q,3,Raleigh Durham,US 1/Capital Blvd,,Warehouse,3911149,0.01,54480,0,11.49,,
CBRE,2022,Q,3,Raleigh Durham,Eastern Wake,,Warehouse,18146173,0.025,715393,968130,9.57,,
CBRE,2022,Q,3,Raleigh Durham,Southern Wake,,Warehouse,4034857,0.065,40000,405768,,,
CBRE,2022,Q,3,Raleigh Durham,Cary,,Warehouse,1224925,0.161,-9892,0,,,
CBRE,2022,Q,3,Raleigh Durham,RTP/I-40 Corridor,,Warehouse,14640749,0.001,278467,968130,8.57,,
CBRE,2022,Q,3,Raleigh Durham,North Durham,,Warehouse,3119432,0,0,0,5.25,,
CBRE,2022,Q,3,Raleigh Durham,South Durham,,Warehouse,2990522,0.009,0,0,9.61,,
CBRE,2022,Q,3,Raleigh Durham,Orange County,,Warehouse,3527642,0.072,-5000,580200,4.77,,
CBRE,2022,Q,3,Raleigh Durham,Johnston County,,Warehouse,9988107,0.01,587883,1276302,7.04,,
CBRE,2022,Q,3,Raleigh Durham,US 1/64 West Corridor,,Warehouse,2161424,0.024,-52000,117185,5.46,,
CBRE,2022,Q,3,Raleigh Durham,Warehouse Totals,,Warehouse,68484116,0.022,1603489,4130227,6.66,,
CBRE,2022,Q,3,Savannah,Savannah Market,,Overall,94415220,0.005,4632622,25435509,6.02,3012617,
CBRE,2022,Q,4,Austin,CBD,,Industrial,26776,0,,,,,
CBRE,2022,Q,4,Austin,Central,,Industrial,1237275,0.08,-4600,,17.24,,
CBRE,2022,Q,4,Austin,East,,Industrial,2822163,0.07,48950,,14.17,84094,
CBRE,2022,Q,4,Austin,Far Northeast,,Industrial,4865182,0.11,418112,1418600,8.87,526226,
CBRE,2022,Q,4,Austin,Far Northwest,,Industrial,530614,0,2950,,,,
CBRE,2022,Q,4,Austin,Georgetown,,Industrial,3304251,0.223,422010,4011035,10.38,466997,
CBRE,2022,Q,4,Austin,Hays County,,Industrial,3692850,0.08,302358,2785885,7.65,42803,
CBRE,2022,Q,4,Austin,North,,Industrial,14375162,0.033,24849,,16.77,,
CBRE,2022,Q,4,Austin,Northeast,,Industrial,8416435,0.028,120599,270442,12.36,,
CBRE,2022,Q,4,Austin,Northwest,,Industrial,2626118,0.036,-40407,,13.81,,
CBRE,2022,Q,4,Austin,Round Rock,,Industrial,4822466,0.047,3741,1041645,14.6,,
CBRE,2022,Q,4,Austin,South,,Industrial,1486861,0.038,-9099,657500,18.04,,
CBRE,2022,Q,4,Austin,Southeast,,Industrial,13466388,0.051,-19033,1375542,9,490144,
CBRE,2022,Q,4,Austin,Southwest,,Industrial,394773,0,15592,,,,
CBRE,2022,Q,4,Austin,Austin Total,,Industrial,62067314,0.059,1286022,11557649,11.56,1610264,
CBRE,2022,Q,4,Baltimore,Annapolis,,Warehouse,498012,0,,,10.67,,
CBRE,2022,Q,4,Baltimore,Baltimore City,,Warehouse,29033357,0.037,252405,753125,7.2,,
CBRE,2022,Q,4,Baltimore,Baltimore County East,,Warehouse,27453973,0.018,2100531,558560,7.9,,
CBRE,2022,Q,4,Baltimore,Baltimore Southwest,,Warehouse,7882346,0.079,-20741,,9.95,,
CBRE,2022,Q,4,Baltimore,Balt/Washington Corridor,,Warehouse,49487213,0.021,814691,,10.95,,
CBRE,2022,Q,4,Baltimore,Harford/Cecil County,,Warehouse,36520883,0.078,-116596,2396980,6.5,,
CBRE,2022,Q,4,Baltimore,Hunt Valley/Towson,,Warehouse,3252054,0.086,-91410,,8.34,,
CBRE,2022,Q,4,Baltimore,Owings Mills/Reisterstown Rd,,Warehouse,957106,0.016,,,10,,
CBRE,2022,Q,4,Baltimore,Total,,Warehouse,155084944,0.041,2938880,3708665,7.98,,
CBRE,2022,Q,4,Baltimore,Annapolis,,Flex,1116807,0.068,3390,,17.4,,
CBRE,2022,Q,4,Baltimore,Baltimore City,,Flex,2488209,0.075,-5579,,7.57,,
CBRE,2022,Q,4,Baltimore,Baltimore County East,,Flex,2581546,0.105,-45670,,8.32,,
CBRE,2022,Q,4,Baltimore,Baltimore Southwest,,Flex,3260380,0.113,-19040,,11.79,,
CBRE,2022,Q,4,Baltimore,Balt/Washington Corridor,,Flex,16236267,0.066,-146942,,13.87,,
CBRE,2022,Q,4,Baltimore,Harford/Cecil County,,Flex,2076849,0.061,53490,,9.11,,
CBRE,2022,Q,4,Baltimore,Hunt Valley/Towson,,Flex,3652149,0.077,13316,,10.92,,
CBRE,2022,Q,4,Baltimore,Owings Mills/Reisterstown Rd,,Flex,1769795,0.126,-6924,,11.2,,
CBRE,2022,Q,4,Baltimore,Total,,Flex,33182002,0.078,-153959,,11.94,,
CBRE,2022,Q,4,Baltimore,Annapolis,,Overall,1614819,0.047,3390,,14.83,,
CBRE,2022,Q,4,Baltimore,Baltimore City,,Overall,31521566,0.04,246826,753125,7.38,,
CBRE,2022,Q,4,Baltimore,Baltimore County East,,Overall,30035519,0.025,2054861,558560,8.11,,
CBRE,2022,Q,4,Baltimore,Baltimore Southwest,,Overall,11142726,0.089,-39781,,9.67,,
CBRE,2022,Q,4,Baltimore,Balt/Washington Corridor,,Overall,65723480,0.032,667749,,12.41,,
CBRE,2022,Q,4,Baltimore,Harford/Cecil County,,Overall,38597732,0.077,-63106,2396980,7.8,,
CBRE,2022,Q,4,Baltimore,Hunt Valley/Towson,,Overall,6904203,0.082,-78094,,10.02,,
CBRE,2022,Q,4,Baltimore,Owings Mills/Reisterstown Rd,,Overall,2726901,0.087,-6924,,11.2,,
CBRE,2022,Q,4,Baltimore,Total,,Overall,188266946,0.048,2784921,3708665,9.14,,
CBRE,2022,Q,4,Bay Area,SF Peninsula,,Warehouse,29501101,0.018,154051,,1.55,,
CBRE,2022,Q,4,Bay Area,Silicon Valley,,Warehouse,48437822,0.02,38626,,1.39,,
CBRE,2022,Q,4,Bay Area,Oakland,,Warehouse,92264044,0.027,291277,,1.34,,
CBRE,2022,Q,4,Bay Area,Tri-Valley,,Warehouse,17313789,0.017,185927,,1.39,,
CBRE,2022,Q,4,Bay Area,Napa / Solano,,Warehouse,42063072,0.015,-83943,,0.85,,
CBRE,2022,Q,4,Bay Area,Total Bay Area,,Warehouse,229579828,0.021,585938,,1.31,,
CBRE,2022,Q,4,Central Valley,Ceres,,Industrial,6160708,0.001,0,,,,
CBRE,2022,Q,4,Central Valley,Lathrop,,Industrial,18240680,0.094,196368,,0.67,,
CBRE,2022,Q,4,Central Valley,Lodi,,Industrial,5423163,0,0,,,,
CBRE,2022,Q,4,Central Valley,Manteca,,Industrial,14434114,0.001,-4542,,0.9,,
CBRE,2022,Q,4,Central Valley,Modesto,,Industrial,6411159,0,0,,,,
CBRE,2022,Q,4,Central Valley,Oakdale,,Industrial,890391,0,0,,,,
CBRE,2022,Q,4,Central Valley,Patterson,,Industrial,5008183,0,0,,0.65,,
CBRE,2022,Q,4,Central Valley,Stockton,,Industrial,38139768,0.071,0,,0.68,,
CBRE,2022,Q,4,Central Valley,Tracy,,Industrial,31865519,0.038,241206,,0.79,,
CBRE,2022,Q,4,Central Valley,Turlock,,Industrial,2875028,0,0,,,,
CBRE,2022,Q,4,Central Valley,Market Totals,,Industrial,129448713,0.037,433032,,0.71,,
CBRE,2022,Q,4,Charlotte,Central,,Industrial,19627343,0.027,12498,,7.74,,
CBRE,2022,Q,4,Charlotte,East,,Industrial,8486586,0.044,11714,,6.87,,
CBRE,2022,Q,4,Charlotte,North,,Industrial,28458720,0.002,34710,3155064,8.54,,
CBRE,2022,Q,4,Charlotte,Northeast,,Industrial,44134986,0.045,16453,2100912,7.48,,
CBRE,2022,Q,4,Charlotte,Northwest,,Industrial,42936199,0.028,2023344,4183902,7.33,,
CBRE,2022,Q,4,Charlotte,Southeast,,Industrial,7170178,0.036,12732,,8.61,,
CBRE,2022,Q,4,Charlotte,Southwest,,Industrial,88779169,0.045,372970,2995244,8.98,,
CBRE,2022,Q,4,Charlotte,Metro Total,,Industrial,239593181,0.035,2484421,12435122,8.38,,
CBRE,2022,Q,4,Cincinnati,Central,,Industrial,82361415,0.033,270353,1450000,5.42,583676,
CBRE,2022,Q,4,Cincinnati,Northeast,,Industrial,67156693,0.019,187911,1722000,7.1,348118,
CBRE,2022,Q,4,Cincinnati,Northwest,,Industrial,85587560,0.022,737134,2719371,6.36,817558,
CBRE,2022,Q,4,Cincinnati,Northern Kentucky,,Industrial,81851387,0.024,301742,4406754,5.27,1008051,
CBRE,2022,Q,4,Cincinnati,Metro Total,,Industrial,316957055,0.025,1497140,10356554,5.99,2757403,
CBRE,2022,Q,4,Cleveland,Downtown,,Warehouse/Distribution,24193887,0.021,9000,,5.63,,
CBRE,2022,Q,4,Cleveland,East,,Warehouse/Distribution,2787185,0.053,-44353,,6.71,,
CBRE,2022,Q,4,Cleveland,Geauga West,,Warehouse/Distribution,926688,0.032,0,,6.92,,
CBRE,2022,Q,4,Cleveland,Lake County West,,Warehouse/Distribution,8892898,0.057,40270,,4.27,,
CBRE,2022,Q,4,Cleveland,Northeast,,Warehouse/Distribution,9700821,0.029,198000,,6.83,,
CBRE,2022,Q,4,Cleveland,Northwest,,Warehouse/Distribution,11109661,0.019,-2992,,4.76,,
CBRE,2022,Q,4,Cleveland,South,,Warehouse/Distribution,19199806,0.035,-17229,,5.73,,
CBRE,2022,Q,4,Cleveland,Southeast,,Warehouse/Distribution,38630418,0.047,-178395,,6.16,,
CBRE,2022,Q,4,Cleveland,Southwest,,Warehouse/Distribution,22101681,0.048,269135,,5.47,,
CBRE,2022,Q,4,Cleveland,Total Market,,Warehouse/Distribution,137543045,0.038,273436,947527,5.77,,
CBRE,2022,Q,4,Cleveland,Downtown,,Manufacturing,18452929,0.056,101992,,3.5,,
CBRE,2022,Q,4,Cleveland,East,,Manufacturing,1662652,0.012,0,,10,,
CBRE,2022,Q,4,Cleveland,Geauga West,,Manufacturing,923414,0.036,-12000,,7.41,,
CBRE,2022,Q,4,Cleveland,Lake County West,,Manufacturing,14738871,0.002,11639,,4.63,,
CBRE,2022,Q,4,Cleveland,Northeast,,Manufacturing,16854601,0.031,0,,2.86,,
CBRE,2022,Q,4,Cleveland,Northwest,,Manufacturing,20756085,0.003,150000,,7.26,,
CBRE,2022,Q,4,Cleveland,South,,Manufacturing,14609316,0.005,10837,,5.93,,
CBRE,2022,Q,4,Cleveland,Southeast,,Manufacturing,14347754,0.002,-9890,,8.54,,
CBRE,2022,Q,4,Cleveland,Southwest,,Manufacturing,22043206,0.014,-7796,,4.64,,
CBRE,2022,Q,4,Cleveland,Total Market,,Manufacturing,124388828,0.017,244782,,4,,
CBRE,2022,Q,4,Cleveland,Downtown,,R&D/Flex,1746034,0.014,0,,5.55,,
CBRE,2022,Q,4,Cleveland,East,,R&D/Flex,1712444,0.075,-7086,,11.44,,
CBRE,2022,Q,4,Cleveland,Geauga West,,R&D/Flex,279632,0,0,,16.58,,
CBRE,2022,Q,4,Cleveland,Lake County West,,R&D/Flex,2806793,0.012,-12293,,8.32,,
CBRE,2022,Q,4,Cleveland,Northeast,,R&D/Flex,391545,0,0,,5.5,,
CBRE,2022,Q,4,Cleveland,Northwest,,R&D/Flex,1068325,0,3000,,6.75,,
CBRE,2022,Q,4,Cleveland,South,,R&D/Flex,4076641,0.027,22346,,7.6,,
CBRE,2022,Q,4,Cleveland,Southeast,,R&D/Flex,4792769,0.03,-4486,,6.58,,
CBRE,2022,Q,4,Cleveland,Southwest,,R&D/Flex,2637812,0.048,19500,,8.52,,
CBRE,2022,Q,4,Cleveland,Total Market,,R&D/Flex,19511995,0.029,20981,,8.13,,
CBRE,2022,Q,4,Cleveland,Downtown,,Industrial,44392850,0.032,110992,,3.77,,
CBRE,2022,Q,4,Cleveland,East,,Industrial,6162281,0.048,-51439,,9.16,,
CBRE,2022,Q,4,Cleveland,Geauga West,,Industrial,2129734,0.038,-12000,,7.31,,
CBRE,2022,Q,4,Cleveland,Lake County West,,Industrial,26438562,0.035,39616,,4.78,,
CBRE,2022,Q,4,Cleveland,Northeast,,Industrial,26946967,0.03,198000,,4.27,,
CBRE,2022,Q,4,Cleveland,Northwest,,Industrial,32934071,0.009,150008,323527,5.76,,
CBRE,2022,Q,4,Cleveland,South,,Industrial,37885763,0.039,15954,260000,5.96,,
CBRE,2022,Q,4,Cleveland,Southeast,,Industrial,57770941,0.034,-192771,,6.24,,
CBRE,2022,Q,4,Cleveland,Southwest,,Industrial,46782699,0.032,280839,364000,5.5,,
CBRE,2022,Q,4,Cleveland,Total Market,,Industrial,281443868,0.028,539199,947527,5.52,,
CBRE,2022,Q,4,Columbus,Central,,Modern Warehouse,716372,,,860000,,,
CBRE,2022,Q,4,Columbus,Delaware County,,Modern Warehouse,2175848,0.056,-61650,,,,
CBRE,2022,Q,4,Columbus,East,,Modern Warehouse,2073300,,144000,2839056,,144000,
CBRE,2022,Q,4,Columbus,Fairfield County,,Modern Warehouse,315000,,,,,,
CBRE,2022,Q,4,Columbus,Licking County,,Modern Warehouse,16219602,0.141,303219,4086743,4.48,2166840,
CBRE,2022,Q,4,Columbus,Madison County,,Modern Warehouse,14752576,0.074,,1675791,,,
CBRE,2022,Q,4,Columbus,Northeast,,Modern Warehouse,2123173,,,,,,
CBRE,2022,Q,4,Columbus,Northwest,,Modern Warehouse,,,,,,,
CBRE,2022,Q,4,Columbus,Pickaway County,,Modern Warehouse,2216865,0.054,,1198965,,,
CBRE,2022,Q,4,Columbus,Southeast,,Modern Warehouse,50242553,0.032,574560,3092675,4.78,2531576,
CBRE,2022,Q,4,Columbus,Southwest,,Modern Warehouse,5736998,,52922,,,,
CBRE,2022,Q,4,Columbus,Union County,,Modern Warehouse,355000,,,,,,
CBRE,2022,Q,4,Columbus,West,,Modern Warehouse,782730,,,,,,
CBRE,2022,Q,4,Columbus,Total,,Modern Warehouse,97710017,0.065,1013051,15803198,4.65,4842416,
CBRE,2022,Q,4,Dallas Fort Worth,DFW Airport,DFW/Las Colinas,Industrial,61785025,0.035,20749,4758445,,0,
CBRE,2022,Q,4,Dallas Fort Worth,DFW Airport,DFW/Grapevine,Industrial,23634720,0.022,-217788,611526,,0,
CBRE,2022,Q,4,Dallas Fort Worth,DFW Airport,Airport Totals,Industrial,85419745,0.031,-197039,5369971,,0,
CBRE,2022,Q,4,Dallas Fort Worth,East Dallas,Central East Dallas,Industrial,17138339,0.135,30870,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,East Dallas,East Dallas/Mesquite,Industrial,24783014,0.104,665607,5402821,,0,
CBRE,2022,Q,4,Dallas Fort Worth,East Dallas,Forney/Terrell,Industrial,5576185,0.3,621874,5256688,,0,
CBRE,2022,Q,4,Dallas Fort Worth,East Dallas,East Dallas Totals,Industrial,47497538,0.138,1318351,10659509,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Northeast Dallas,Allen/McKinney,Industrial,14593663,0.068,204997,1106088,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Northeast Dallas,Northeast Dallas/Garland,Industrial,50761024,0.011,144362,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Northeast Dallas,Plano,Industrial,21150051,0.037,279000,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Northeast Dallas,Richardson,Industrial,17043504,0.051,7482,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Northeast Dallas,Rockwall,Industrial,3891978,0.008,-19222,301120,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Northeast Dallas,Northeast Dallas Totals,Industrial,107440220,0.03,616619,1407208,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Northwest Dallas,Denton,Industrial,13682457,0.081,255490,4265164,,700223,
CBRE,2022,Q,4,Dallas Fort Worth,Northwest Dallas,Lewisville,Industrial,32994114,0.04,814474,1404191,,397159,
CBRE,2022,Q,4,Dallas Fort Worth,Northwest Dallas,Metropolitan/Addison,Industrial,19864799,0.028,131050,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Northwest Dallas,Stemmons/Valwood,Industrial,48877613,0.012,-61133,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Northwest Dallas,Dallas Outlying,Industrial,1675504,0.003,-1000,290940,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Northwest Dallas,Northwest Dallas Totals,Industrial,117094487,0.031,1138881,5960295,,1097382,
CBRE,2022,Q,4,Dallas Fort Worth,South Dallas,Redbird Airport,Industrial,20042582,0.012,32842,1774247,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Dallas,Southeast Dallas/i-45,Industrial,61021660,0.079,1515500,18516719,,1013833,
CBRE,2022,Q,4,Dallas Fort Worth,South Dallas,Southwest Dallas/US 67,Industrial,17708215,0.083,-459568,1229410,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Dallas,South Dallas Totals,Industrial,98772457,0.066,1088774,21520376,,1013833,
CBRE,2022,Q,4,Dallas Fort Worth,South Stemmons,East Hines North,Industrial,20178551,0.021,181880,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Stemmons,East Brookhollow,Industrial,7906312,0.023,-26859,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Stemmons,Eastern Lonestar/Turnpike,Industrial,31899617,0.035,131221,636520,,1005200,
CBRE,2022,Q,4,Dallas Fort Worth,South Stemmons,North Trinity,Industrial,9704015,0.033,119893,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Stemmons,West Hines North,Industrial,8872808,0.062,-124833,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Stemmons,West Brookhollow,Industrial,40510283,0.028,49990,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Stemmons,Western Lonestar/Turnpike,Industrial,7922910,0.028,16550,602355,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Stemmons,South Stemmons Totals,Industrial,126994496,0.031,347842,1238875,,1005200,
CBRE,2022,Q,4,Dallas Fort Worth,287 Corridor,Mansfield/Midlothian,Industrial,12837346,0.124,1167247,3927933,,1269420,
CBRE,2022,Q,4,Dallas Fort Worth,287 Corridor,Waxahachie/Ennis,Industrial,7830849,0.058,483000,0,,483000,
CBRE,2022,Q,4,Dallas Fort Worth,287 Corridor,287 Corridor Totals,Industrial,20668195,0.099,1650247,3927933,,1752420,
CBRE,2022,Q,4,Dallas Fort Worth,Great Southwest/Arlington,Arlington,Industrial,24419314,0.038,142837,788500,,321891,
CBRE,2022,Q,4,Dallas Fort Worth,Great Southwest/Arlington,Lower Great Southwest,Industrial,39138839,0.012,109059,298506,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Great Southwest/Arlington,Upper Great Southwest,Industrial,54682812,0.029,-45396,664670,,0,
CBRE,2022,Q,4,Dallas Fort Worth,Great Southwest/Arlington,Great Southwest Totals,Industrial,118240965,0.025,206500,1751676,,321891,
CBRE,2022,Q,4,Dallas Fort Worth,North Fort Worth,Meacham Field/Fossil Creek,Industrial,43706736,0.071,143895,3621226,,0,
CBRE,2022,Q,4,Dallas Fort Worth,North Fort Worth,Northeast Tarrant/Alliance,Industrial,63128179,0.042,2348246,15040342,,213581,
CBRE,2022,Q,4,Dallas Fort Worth,North Fort Worth,West Tarrant,Industrial,4451528,0.001,99410,2849399,,0,
CBRE,2022,Q,4,Dallas Fort Worth,North Fort Worth,North Fort Worth Totals,Industrial,111286443,0.052,2591551,21510967,,213581,
CBRE,2022,Q,4,Dallas Fort Worth,South Fort Worth,Cleburne,Industrial,2108372,0.094,0,585143,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Fort Worth,East Fort Worth,Industrial,25728809,0.025,202416,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Fort Worth,North Central Fort Worth,Industrial,11001474,0.009,33670,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Fort Worth,South Central Fort Worth,Industrial,8219016,0.028,30028,0,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Fort Worth,South Central Tarrant,Industrial,31253324,0.106,548046,2075060,,418179,
CBRE,2022,Q,4,Dallas Fort Worth,South Fort Worth,Southwest Tarrant,Industrial,1943319,0.071,325,917410,,0,
CBRE,2022,Q,4,Dallas Fort Worth,South Fort Worth,South Fort Worth Totals,Industrial,80254314,0.057,814485,3577613,,418179,
CBRE,2022,Q,4,Dallas Fort Worth,Dallas Totals,,Industrial,603887138,0.047,5963675,50084167,,4868835,
CBRE,2022,Q,4,Dallas Fort Worth,Fort Worth Totals,,Industrial,309781722,0.043,3612536,26840256,,953651,
CBRE,2022,Q,4,Dallas Fort Worth,Market Totals,,Industrial,913668860,0.046,9576211,76924423,,5822486,
CBRE,2022,Q,4,Dayton,CBD,,Industrial,6852158,0.022,,10000,4.54,,
CBRE,2022,Q,4,Dayton,East,,Industrial,8830237,0.022,106267,,5.61,,
CBRE,2022,Q,4,Dayton,North,,Industrial,48833079,0.048,271868,4034542,4.29,524160,
CBRE,2022,Q,4,Dayton,Northeast,,Industrial,21001233,0.036,,95000,5.16,,
CBRE,2022,Q,4,Dayton,South Central,,Industrial,18563920,0.049,-12378,,8.02,,
CBRE,2022,Q,4,Dayton,South,,Industrial,11519891,0.025,208037,47000,6.43,60000,
CBRE,2022,Q,4,Dayton,Southeast,,Industrial,3497427,0.101,,,7.2,,
CBRE,2022,Q,4,Dayton,West,,Industrial,4580618,0.01,25095,,5.72,,
CBRE,2022,Q,4,Dayton,Total,,Industrial,123678563,0.041,598889,4386542,5.44,584160,
CBRE,2022,Q,4,Denver,Airport,Airport East,Industrial,39748701,0.09,430115,5561881,6.13,,
CBRE,2022,Q,4,Denver,Airport,Airport Central,Industrial,55946862,0.039,274511,,7.89,,
CBRE,2022,Q,4,Denver,Airport,,Industrial,95695563,0.06,704626,5561881,6.91,,
CBRE,2022,Q,4,Denver,Boulder,,Industrial,12555785,0.034,173411,,15.75,,
CBRE,2022,Q,4,Denver,I-76 Corridor,,Industrial,15096439,0.27,5365,526992,6.29,,
CBRE,2022,Q,4,Denver,Longmont,,Industrial,5345968,0.164,-5221,,15.17,,
CBRE,2022,Q,4,Denver,North,,Industrial,12782540,0.066,143045,1059247,9.26,,
CBRE,2022,Q,4,Denver,North Central,,Industrial,36269028,0.044,122230,,10.68,,
CBRE,2022,Q,4,Denver,Northwest,,Industrial,17958028,0.065,157957,734356,13.31,,
CBRE,2022,Q,4,Denver,South Central,,Industrial,15189366,0.01,119783,,9.83,,
CBRE,2022,Q,4,Denver,Southeast,,Industrial,23225287,0.079,101128,777833,10.62,,
CBRE,2022,Q,4,Denver,Southwest,,Industrial,9082269,0.02,65253,50000,12.3,,
CBRE,2022,Q,4,Denver,West,,Industrial,11351372,0.012,-33339,,12.87,,
CBRE,2022,Q,4,Denver,METRO TOTAL,,Industrial,264551645,0.065,1554398,8710309,8.66,,
CBRE,2022,Q,4,Des Moines,Western Suburbs,,Warehouse & Distribution,11452889,0.0076,14400,742692,6.84,,
CBRE,2022,Q,4,Des Moines,CBD,,Warehouse & Distribution,579479,0.0048,0,0,5,,
CBRE,2022,Q,4,Des Moines,Northwest,,Warehouse & Distribution,3787477,0.0177,0,0,5.85,,
CBRE,2022,Q,4,Des Moines,Northeast,,Warehouse & Distribution,16256999,0.0082,279444,1146800,5.69,,
CBRE,2022,Q,4,Des Moines,South,,Warehouse & Distribution,4268512,0.0494,8000,0,4.87,,
CBRE,2022,Q,4,Des Moines,Ankeny,,Warehouse & Distribution,4569920,0.1286,-32089,358394,5.75,,
CBRE,2022,Q,4,Des Moines,Greater DSM,,Warehouse & Distribution,40915276,0.0266,269755,2247886,5.96,,
CBRE,2022,Q,4,Detroit,Detroit,,Industrial,86464191,0.028,-262583,1758098,5.59,,
CBRE,2022,Q,4,Detroit,Downriver,,Industrial,70697486,0.014,190466,,6.24,659589,
CBRE,2022,Q,4,Detroit,I-75 Corridor,,Industrial,83993233,0.013,204391,280000,9.12,,
CBRE,2022,Q,4,Detroit,Macomb,,Industrial,107222939,0.019,-126215,253000,6.69,,
CBRE,2022,Q,4,Detroit,NW Suburbs,,Industrial,57490292,0.018,-150331,688726,9.86,,
CBRE,2022,Q,4,Detroit,SE Oakland,,Industrial,16805792,0.017,435167,,7.22,275000,
CBRE,2022,Q,4,Detroit,Washtenaw,,Industrial,24340146,0.007,140128,,13.43,,
CBRE,2022,Q,4,Detroit,Western Wayne,,Industrial,89773481,0.017,-32889,286347,6.49,,
CBRE,2022,Q,4,Detroit,TOTAL,,Industrial,535852971,0.018,398134,3266171,7.06,934589,
CBRE,2022,Q,4,Hawaii,Oahu,Kakaako,Industrial,2129129,0.059,,0,1.27,,
CBRE,2022,Q,4,Hawaii,Oahu,Iwilei,Industrial,2541284,0.068,-11210,,1.32,,
CBRE,2022,Q,4,Hawaii,Oahu,Kalihi,Industrial,9798822,0.039,-3193,,1.26,,
CBRE,2022,Q,4,Hawaii,Oahu,Mapunapuna,Industrial,2885973,0.126,5567,,1.19,,
CBRE,2022,Q,4,Hawaii,Oahu,Airport,Industrial,3143808,0.022,21920,,1.47,,
CBRE,2022,Q,4,Hawaii,Oahu,Bougainville,Industrial,379636,0,,,,,
CBRE,2022,Q,4,Hawaii,Oahu,Halawa,Industrial,1461384,0.051,,,1.59,,
CBRE,2022,Q,4,Hawaii,Oahu,Pearl City,Industrial,3669838,0.029,-277,,1.35,,
CBRE,2022,Q,4,Hawaii,Oahu,Waipio,Industrial,1936581,0.07,-3182,,1.36,,
CBRE,2022,Q,4,Hawaii,Oahu,Waipahu,Industrial,3280374,0.039,-10000,,1.43,,
CBRE,2022,Q,4,Hawaii,Oahu,Kapolei,Industrial,2655117,0.058,-6800,,1.37,,
CBRE,2022,Q,4,Hawaii,Oahu,Campbell,Industrial,4015121,0.032,-28312,,1.45,,
CBRE,2022,Q,4,Hawaii,Oahu,Windward,Industrial,1079413,0.071,5750,,,,
CBRE,2022,Q,4,Hawaii,Oahu,,Industrial,38976480,0.049,-29737,,1.32,,
CBRE,2022,Q,4,Hawaii,Maui,,Industrial,8910690,0.015,5012,,1.35,,
CBRE,2022,Q,4,Hawaii,Big Island,,Industrial,6143962,0.025,-4016,,1.18,,
CBRE,2022,Q,4,Hawaii,Kauai,,Industrial,1834993,0.004,,,1.06,,
CBRE,2022,Q,4,Hawaii,State,,Industrial,55866125,0.04,-28741,,1.31,,
CBRE,2022,Q,4,Houston,CBD,,Industrial,51154947,0.031,-41574,,0.84,,
CBRE,2022,Q,4,Houston,North,,Industrial,109113806,0.048,662465,7294609,0.76,191822,
CBRE,2022,Q,4,Houston,Northeast,,Industrial,39076273,0.031,477937,2895230,0.76,673088,
CBRE,2022,Q,4,Houston,Northwest,,Industrial,161402938,0.044,3085282,6276301,0.81,1465582,
CBRE,2022,Q,4,Houston,Northwest,West Houston-North,Industrial,19117518,0.085,1951150,371260,0.76,,
CBRE,2022,Q,4,Houston,Southeast,,Industrial,104401761,0.024,1068329,8437631,0.81,1281953,
CBRE,2022,Q,4,Houston,South,,Industrial,33420948,0.022,-100564,1867614,0.76,,
CBRE,2022,Q,4,Houston,Southwest,,Industrial,91313785,0.045,1022668,6761757,0.76,351680,
CBRE,2022,Q,4,Houston,Southwest,West Houston-South,Industrial,6262199,0.122,200680,5756838,0.76,,
CBRE,2022,Q,4,Houston,HOUSTON TOTAL,,Industrial,589884458,0.038,6174543,33533142,0.79,3964125,
CBRE,2022,Q,4,Kansas City,Clay,,Industrial,53403553,0.055,1984840,2172907,5.03,,
CBRE,2022,Q,4,Kansas City,Jackson,,Industrial,104518304,0.021,719189,4122258,4.78,,
CBRE,2022,Q,4,Kansas City,Johnson,,Industrial,82303202,0.024,1889949,4542897,5.95,,
